trace_id,name,date
3134562,30_A_CN_yopougon_kout__gare_sud_2019_10_22_11_22_56.gpx,2019-10-22
3134730,26___B___BKD_2019_10_22_13_20_50.gpx,2019-10-22
3134731,26___A___BKD_2019_10_22_11_09_20.gpx,2019-10-22
3134624,212__Niangon_sud_a_droite___Gare_sud___B___HP___ZB_2019_10_22_17_24_06.gpx,2019-10-22
3134626,212__Niangon_sud_a_droite__Gare_sud___B___ZB_2019_10_22_14_25_55.gpx,2019-10-22
3134623,212__Gare_sud__Niangon_sud_a_droite___A__HP___ZB_2019_10_22_18_22_02.gpx,2019-10-22
3134627,212__Gare_sud___Niangon_sud_a_droite___A___ZB_2019_10_22_13_13_27.gpx,2019-10-22
3134560,206_B_CN_terminus_h_tel_de_ville__yopougon_kout__2019_10_22_10_17_31.gpx,2019-10-22
3134559,206_A_CN_yopougon_kout__h_tel_de_ville_plateau_2019_10_22_09_27_20.gpx,2019-10-22
3134647,203___B___LA_2019_10_22_08_28_51.gpx,2019-10-22
3134648,203___A___LA_2019_10_22_10_04_51.gpx,2019-10-22
3134531,14_A_KM_HP_2019_10_22_07_37_36.gpx,2019-10-22
3134732,13___B___BKD_2019_10_22_09_44_11.gpx,2019-10-22
3134733,13___A___BKD_2019_10_22_08_32_29.gpx,2019-10-22
3134585,11___B___BKD_2019_10_22_15_42_52.gpx,2019-10-22
3134534,11_B_KM_2019_10_22_10_12_07.gpx,2019-10-22
3134533,11_A_KM_2019_10_22_09_28_15.gpx,2019-10-22
3134587,11___A___BKD_2019_10_22_14_52_36.gpx,2019-10-22
3134584,02___B___BKD___HP_2019_10_22_17_54_23.gpx,2019-10-22
3134734,02___A___BKD___HP_2019_10_22_06_26_34.gpx,2019-10-22
3134017,94___JPK___B_2019_10_21_13_17_56.gpx,2019-10-21
3134016,94___JPK___A_2019_10_21_12_21_38.gpx,2019-10-21
3133974,91_B_KM_2019_10_21_16_08_30.gpx,2019-10-21
3133973,91_A_KM_2019_10_21_15_34_46.gpx,2019-10-21
3134012,90_JPK__B_HP_2019_10_21_08_06_44.gpx,2019-10-21
3134014,90___JPK___B_2019_10_21_11_07_28.gpx,2019-10-21
3134011,90___JPK___A___HP_2019_10_21_07_01_06.gpx,2019-10-21
3134013,90___JPK___A_2019_10_21_09_26_46.gpx,2019-10-21
3133945,85_B_CN__campus_cocody__yopougon_kout__2019_10_21_11_32_49.gpx,2019-10-21
3133942,85_B_CN_hp_cocody_yopougon_phal_ne_2019_10_21_08_22_29.gpx,2019-10-21
3133944,85_B_CN__capus_cocody_yopougon_phal_ne_2019_10_21_10_00_53.gpx,2019-10-21
3133940,85_A_CN_hp_yopougon_phal_ne_campus_cocody_2019_10_21_07_00_16.gpx,2019-10-21
3133943,85_A_CN_yopougon_phal_ne_campus_cocody_2019_10_21_09_04_47.gpx,2019-10-21
3133946,85_A_CN__yopougon_kout__campus_cocody_2019_10_21_13_04_12.gpx,2019-10-21
3134018,84___JPK___B_2019_10_21_14_13_01.gpx,2019-10-21
3134019,84___JPK___A_2019_10_21_15_01_55.gpx,2019-10-21
3134117,79___B___LA_2019_10_21_13_45_06.gpx,2019-10-21
3134116,79___A___LA_2019_10_21_13_00_36.gpx,2019-10-21
3133972,58_B_KM_2019_10_21_15_00_50.gpx,2019-10-21
3133971,58_A_KM_vridi_SOTRA__2019_10_21_14_23_47.gpx,2019-10-21
3134696,49___B___LA_2019_10_21_11_18_16.gpx,2019-10-21
3134695,49___A___LA_2019_10_21_10_20_59.gpx,2019-10-21
3133868,47___B___KKO_2019_10_21_13_40_30.gpx,2019-10-21
3133867,47___A___KKO_2019_10_21_12_54_01.gpx,2019-10-21
3134119,45___B___LA_2019_10_21_14_49_37.gpx,2019-10-21
3134126,45___A___LA_2019_10_21_15_25_16.gpx,2019-10-21
3134121,45___A___LA_2019_10_21_15_25_16.gpx,2019-10-21
3133862,44___B___KKO_2019_10_21_11_01_11.gpx,2019-10-21
3133858,44___A___KKO_2019_10_21_10_05_11.gpx,2019-10-21
3133948,43_B_CN_gare_nord__yopougon_kout__2019_10_21_15_37_37.gpx,2019-10-21
3133947,43_A_CN_yopougon_kout__gare_nord_2019_10_21_14_49_11.gpx,2019-10-21
3133865,42___B___KKO_2019_10_21_12_04_11.gpx,2019-10-21
3133864,42___A___KKO_2019_10_21_11_42_15.gpx,2019-10-21
3133854,36___B___KKO___8h_15mn_2019_10_21_08_18_10.gpx,2019-10-21
3133856,36___A___KKO_2019_10_21_09_22_19.gpx,2019-10-21
3134053,27___niangon_sud_a_gauche___Gare_sud___B___ZB_2019_10_21_05_33_11.gpx,2019-10-21
3134046,27___niangon_sud_a_gauche__Gare_sud___B___HC__ZB_2019_10_21_11_47_35.gpx,2019-10-21
3134045,27__Gare_sud_____Yopougon_d_p_t__A__HC___ZB_2019_10_21_13_36_35.gpx,2019-10-21
3134048,27__Gare_du_sud_____niangon_sud_a_gauche_A__HC___ZB_2019_10_21_10_09_03.gpx,2019-10-21
3134043,27___Gare_sud__niangon_sud_a_gauche__A__ZB_2019_10_21_16_51_01.gpx,2019-10-21
3134050,20__Yopougon_d_p_t___Gare_sud___B___ZB_2019_10_21_08_38_17.gpx,2019-10-21
3134044,20___Yopougon_d_p_t___Gare_sud___B___HC___ZB_2019_10_21_15_20_38.gpx,2019-10-21
3134052,20___gare_sud____Yopougon_d_p_t__A___ZB_2019_10_21_07_31_39.gpx,2019-10-21
3134102,15___B___LA___HP_2019_10_21_06_57_13.gpx,2019-10-21
3133967,14_B_KM_2019_10_21_10_05_54.gpx,2019-10-21
3134532,14_B_KM_HP_2019_10_21_07_47_57.gpx,2019-10-21
3133966,14_A_KM_2019_10_21_08_59_31.gpx,2019-10-21
3133969,13_B_KM_2019_10_21_13_36_11.gpx,2019-10-21
3133968,13_A_KM_2019_10_21_12_24_00.gpx,2019-10-21
3133894,07___B__BKD___HP_2019_10_21_07_56_08.gpx,2019-10-21
3133885,07___B___BKD_2019_10_21_13_13_00.gpx,2019-10-21
3133887,07___A___BKD_2019_10_21_12_07_25.gpx,2019-10-21
3133895,07___A___BKD___HP_2019_10_21_06_49_15.gpx,2019-10-21
3133891,04___B___BKD_2019_10_21_10_13_10.gpx,2019-10-21
3133893,04___A___BKD_2019_10_21_08_52_37.gpx,2019-10-21
3133881,02___B___BKD_2019_10_21_15_27_51.gpx,2019-10-21
3133884,02___A___BKD_2019_10_21_13_59_32.gpx,2019-10-21
3134096,15___A___LA_2019_10_18_13_53_09.gpx,2019-10-18
3131457,W_r__W_r____Yopougon_gare_Micao_Yopougon_Gabriel_Gare___B___KKO_2019_10_17_10_59_49.gpx,2019-10-17
3131455,W_r__W_r____Yopougon_Gabriel_Gare__Yopougon_Micao___A___KKO_2019_10_17_10_33_55.gpx,2019-10-17
3131484,Gbaka__gare_carrefour_Bangui___La_gare_en_haut___B___BKD_2019_10_17_11_41_52.gpx,2019-10-17
3131579,Gbaka____Adjame_libert___Carrefour_acad_mie___B___ZB_2019_10_17_13_19_32.gpx,2019-10-17
3131574,Gbaka___Adjame_libert___Terminus_27___B___ZB_2019_10_17_07_51_54.gpx,2019-10-17
3131486,Gbaka___Terrminus_Anono___La_gare_en_haut___B___BKD_2019_10_17_07_53_31.gpx,2019-10-17
3131416,Gbaka__Akou_do_Basket__Adjam____la_gare_en_haut___B___JPK_2019_10_17_09_57_49.gpx,2019-10-17
3131453,Gbaka___Adjam__Renault_Yopougon_Palais___B___KKO_2019_10_17_09_18_34.gpx,2019-10-17
3131418,Gbaka__Gare_M_Badon__Adjam____la_gare_en_haut___B___JPK_2019_10_17_11_54_03.gpx,2019-10-17
3172416,Gbaka__Gare_M_Badon__Adjam____la_gare_en_haut___B___JPK_2019_10_17_10_54_03.gpx,2019-10-17
3131452,Gbaka___Abobo_Gare_Mairie_Adjam__Renault___B___KKO_2019_10_17_08_35_20.gpx,2019-10-17
3131577,GBAKA__Yopougon_camps_militaire__Texaco___B___ZB_2019_10_17_12_00_22.gpx,2019-10-17
3131623,Gbaka___Terminus_Ak_ikoi_Village_Abobo_Gare___B__LA_2019_10_17_10_25_38.gpx,2019-10-17
3131482,Gbaka___Riviera_2___Gare_libert____B___BKD_2019_10_17_13_51_42.gpx,2019-10-17
3131630,Gbaka___Terminus_mosqu_e_Ado_Kennedy__Abobo_Gare___B__LA_2019_10_17_11_24_57.gpx,2019-10-17
3131666,Gbaka___Ancien_March___Abobo_Gare____B__LA_2019_10_17_13_02_35.gpx,2019-10-17
3131459,Gbaka___Adjam__Agban_Yopougon_Gare_Gesco___B___KKO_2019_10_17_12_45_02.gpx,2019-10-17
3131417,Gbaka__Adjam__A_la_gare_en_haut___M_Badon__La_gare____A___JPK_2019_10_17_10_48_47.gpx,2019-10-17
3131575,Gbaka__Carrefour_acad_mie__Libert____A____ZB_2019_10_17_09_34_28.gpx,2019-10-17
3131580,Gbaka___Carrefour_lokoa__Adjame_libert____A___ZB_2019_10_17_14_36_51.gpx,2019-10-17
3131414,Gbaka__M_Pouto_au_terrain__Adjam__A_la_gare_en_haut___B___JPK_2019_10_17_08_07_33.gpx,2019-10-17
3131413,Gbaka__Adjam__A_la_gare_en_haut_M_Pouto_au_terrain___A___JPK_2019_10_17_07_16_12.gpx,2019-10-17
3131415,Gbaka__Adjam__A_la_gare_en_haut___Akou_do__Basket____A___JPK_2019_10_17_09_06_37.gpx,2019-10-17
3131573,Gbaka__Terminus_27__Adjame_libert____A__ZB_2019_10_17_07_00_32.gpx,2019-10-17
3131576,Gbaka__Texaco_Yopougon_camps_militaire___A__ZB_2019_10_17_10_52_14.gpx,2019-10-17
3131621,Gbaka__Abobo_Gare_Terminus_Ak_ikoi_Village___A__LA_2019_10_17_09_40_59.gpx,2019-10-17
3131458,Gbaka___Yopougon_Gare_Gesco_Adjam__Agban___A___KKO_2019_10_17_12_04_44.gpx,2019-10-17
3131450,Gbaka___Yopougon_Palais_Adjam__Renault___A___KKO_2019_10_17_07_22_20.gpx,2019-10-17
3131451,Gbaka___Adjam__Renault_Abobo_Gare_Mairie___A___KKO_2019_10_17_08_03_59.gpx,2019-10-17
3131488,Gbaka___Anono__La_gare_en_haut____Anono_Terminus___A___BKD_2019_10_17_07_20_56.gpx,2019-10-17
3131667,Gbaka___Abobo_Gare___Ancien_March__Pk_18___A__LA_2019_10_17_12_37_40.gpx,2019-10-17
3131624,Gbaka___Abobo_Gare_terminus_mosqu_e_Ado__A__LA_2019_10_17_11_03_29.gpx,2019-10-17
3131483,Gbaka___gare_libert____Riviera_2___A___BKD_2019_10_17_13_24_20.gpx,2019-10-17
3131485,Gbaka__La_gare_en_haut___Terminus_Bingerville___A__BKD_2019_10_17_09_41_33.gpx,2019-10-17
3131420,Woro_woro__Saint_Viateur_Simpim_4___apr_s_barrage____B___JPK_2019_10_17_13_26_42.gpx,2019-10-17
3131479,Woro_Woro__Rosiers___Palmeraie___B___BKD_2019_10_17_15_29_05.gpx,2019-10-17
3131419,Woro_woro__gare_Woro_woro__Carrefour_Commissariat____Saint_Viateur_Simpim_4___A___JPK_2019_10_17_13_13_40.gpx,2019-10-17
3131480,Woro_Woro__Palmeraie___Les_Rosiers___A___BKD_2019_10_17_15_14_04.gpx,2019-10-17
3131627,Gkaka__Kennedy_March____Terminus_Abobo_Gare___B__LA_2019_10_17_12_15_33.gpx,2019-10-17
3131626,Gkaka__Abobo_Gare___Terminus_Kennedy_March____A__LA_2019_10_17_11_58_00.gpx,2019-10-17
3131581,GKAKA__Adjame_libert___carrefour_lokoa___B___ZB_2019_10_17_15_58_00.gpx,2019-10-17
3130258,woro_woro__cocody_gare_mobile_azur_B_KM_2019_10_15_10_22_58.gpx,2019-10-15
3130294,woro_woro__Angre_22_eme___Riviera_2___B___BKD_2019_10_15_09_30_56.gpx,2019-10-15
3130254,woro_woro__angr__ch_teau_gare_mobile___B_KM_2019_10_15_09_16_35.gpx,2019-10-15
3130292,woro_woro___Terminus_82___Riviera_2___B___BKD_2019_10_15_10_53_09.gpx,2019-10-15
3130262,woro_woro_Attoban___gare_woro_woro_zoo_B_KM_2019_10_15_12_04_15.gpx,2019-10-15
3130260,woro_woro__gare_aghin__gare_woro_woro_zoo_B_KM_2019_10_15_11_34_18.gpx,2019-10-15
3130288,woro_woro___camp_attogban___Riviera_2___B___BKD_2019_10_15_13_18_10.gpx,2019-10-15
3130256,woro_woro__gare_mobile_azur___cocody_A_KM_2019_10_15_09_51_53.gpx,2019-10-15
3130295,woro_woro__Riviera_2___Angr__22_me___A__BKD_2019_10_15_08_53_53.gpx,2019-10-15
3130319,woro_woro__Abobo_Mobil_Azur__Boulangerie_Mary_s_CNPS_8eme_tranche___A___JPK_2019_10_15_09_27_53.gpx,2019-10-15
3130293,woro__woro__Riviera_2____Terminus_82___A___BKD_2019_10_15_10_09_56.gpx,2019-10-15
3130263,woro_woro__gare_mobile_angre_ch_teau_A_KM_2019_10_15_08_45_34.gpx,2019-10-15
3130261,woro_woro_gare_woro_woro_zoo_Attoban_A_KM_2019_10_15_11_46_56.gpx,2019-10-15
3130259,woro_woro__gare_woro_woro_zoo_aghin_A_KM_2019_10_15_11_17_40.gpx,2019-10-15
3130291,woro_woro___Riviera_2___camp_attogban___A___BKD_2019_10_15_11_20_25.gpx,2019-10-15
3130290,Gbaka___Camp_Attogban___Adjame___la_gare_en_haut____B___BKD_2019_10_15_11_41_57.gpx,2019-10-15
3130289,Gbaka___la_gare_en_haut___camp_attogban___A___BKD_2019_10_15_12_23_41.gpx,2019-10-15
3130326,Woro_woro__Soccoc__2_plateaux___gare_Woro_woro_Zoo___B___JPK_2019_10_15_13_51_43.gpx,2019-10-15
3130320,Woro_Woro___Chu_Angre__Abobo_Azur_Mobil_B__JPK_2019_10_15_08_53_14.gpx,2019-10-15
3130318,Woro_Woro___Boulangerie_Mary_s_CNPS__Abobo_Azur_Mobil_B__JPK_2019_10_15_09_56_55.gpx,2019-10-15
3130323,Woro_woro__Vallon_Cash_Center___gare_Woro_woro_Zoo____B__JPK_2019_10_15_10_54_15.gpx,2019-10-15
3130322,Woro_Woro__Abobo_Azur_Mobil___Chu_Angre__A__JPK_2019_10_15_08_28_35.gpx,2019-10-15
3130317,Woro_woro__gare_Woro_woro_Zoo___Vallon_Cash_Center_A___JPK_2019_10_15_10_39_23.gpx,2019-10-15
3130325,Woro_woro__gare_Woro_woro_Zoo___Soccoc__2_Plateaux___A___JPK_2019_10_15_13_41_39.gpx,2019-10-15
3129399,W_r__w_r__st_Michel__adjam__libert__B_CN_2019_10_14_14_24_37.gpx,2019-10-14
3129383,W_r__w_r___Williamsville_Adjame_libert___B_ZB_2019_10_14_09_32_32.gpx,2019-10-14
3129391,W_r__w_r___Gare_de_bateau_bus_Gare_de_grand_bassam___B___ZB_2019_10_14_12_44_57.gpx,2019-10-14
3129409,W_r__w_r____Mairie_d_Adjam__Dallas_Adjam__Libert____B___KKO_2019_10_14_11_23_51.gpx,2019-10-14
3129398,W_r__w_r___adjam__libert__st_Michel_A_CN_2019_10_14_14_12_01.gpx,2019-10-14
3129386,W_r__w_r____Gare_de_bassam__gare_bateau_bus___A___ZB_2019_10_14_12_33_01.gpx,2019-10-14
3129382,W_r__W_r___Adjame_libert___Williamsville_macassi__A__ZB_2019_10_14_09_04_31.gpx,2019-10-14
3129407,W_r__w_r____Adjam__Libert___Mairie_d_Adjam__Dallas___A___KKO_2019_10_14_11_07_13.gpx,2019-10-14
3129411,Gbaka___Yopougon_Kowe_t_Adjam__Libert__Texaco___B___KKO_2019_10_14_12_46_37.gpx,2019-10-14
3129397,Gbaka__bingerville_adjam__B_CN_2019_10_14_12_50_50.gpx,2019-10-14
3129385,Gbaka___Gonzagville_Gare_de_bassam___B___ZB_2019_10_14_11_35_44.gpx,2019-10-14
3129402,Gbaka___Abobo_Gare_Mairie_Adjam__Libert____B___KKO_2019_10_14_08_18_23.gpx,2019-10-14
3129394,Gbaka_yopougon_palais__adjam__B_CN_2019_10_14_11_14_27.gpx,2019-10-14
3129381,Gbaka__Gare_de_bassam_Adjame_libert__B_ZB_2019_10_14_08_27_18.gpx,2019-10-14
3129392,Gbaka__koumssi__adjam__B_CN_2019_10_14_09_46_41.gpx,2019-10-14
3129384,Gbaka___Gare_de_bassam_Gonzagville___A___ZB_2019_10_14_10_27_41.gpx,2019-10-14
3129410,Gbaka___Adjam__Libert__Texaco_Yopougon_Kowe_t___A___KKO_2019_10_14_11_45_19.gpx,2019-10-14
3129393,Gbaka__adjam__yopougon_palais_A_CN_2019_10_14_10_13_07.gpx,2019-10-14
3129395,Gbaka_adjam___bingerville_A_CN_2019_10_14_12_02_49.gpx,2019-10-14
3129387,Gbaka__adjam___koumassi__A_CN_2019_10_14_09_08_12.gpx,2019-10-14
3129380,Gbaka_Adjame_libert__Gare_de_bassam_A_ZB_2019_10_14_07_54_55.gpx,2019-10-14
3131962,Gbaka___Adjame_Liberte_Abobo_Gare_Mairie___A___RL_2019_10_14_07_55_31.gpx,2019-10-14
3129406,Gbaka___Adjam__Libert__Adjam__March__Gouro___A___KKO_2019_10_14_10_38_10.gpx,2019-10-14
3129405,Gkaka___Abobo_Gare_Mairie_Adjam__Libert____B___KKO_2019_10_14_09_49_47.gpx,2019-10-14
3129404,Gkaka___Adjam__Libert__par_le_Zoo_Abobo_Gare_Mairie___A___KKO_2019_10_14_09_07_32.gpx,2019-10-14
3113893,91___cath_drale_Saint_Paul___FL_2019_09_26_15_16_00.gpx,2019-09-26
3113918,91_Cath_drale_Saint_Paul__ZB_2019_09_26_16_15_58.gpx,2019-09-26
3113909,91__cath_drale_saint_paul___igt_2019_09_26_16_16_08.gpx,2019-09-26
3113919,91_Cath_drale_Sain_Paul_2019_09_26_15_15_03.gpx,2019-09-26
3113903,91_Cathedrale_Saint_Paul___JPK_2019_09_26_15_24_49.gpx,2019-09-26
3113900,91_Cath_drale_St_Paul_Plateau_BKD_2019_09_26_16_07_03.gpx,2019-09-26
3113920,91_cath_drale_saint_paul_CN_2019_09_26_17_10_42.gpx,2019-09-26
3113907,91__Cathedrale_St_Paul__KKO_2019_09_25_17_56_56.gpx,2019-09-25
3053082,monbus15_B_2019_05_12_14_08_23_Plateau_Abobo.gpx,2019-05-12
3053081,monbus15_A_2019_05_12_12_44_31_Abobo_Plateau.gpx,2019-05-12
